ID_W,DATA,CZAS_T0_UTC,Mw,Lat,Lon
20240902.120709.01,02.09.2024,12:07:09.01,"2,25","50,167","19,3469"
20240902.124619.43,02.09.2024,12:46:19.43,"2,53","50,1857","19,0821"
20240902.170843.09,02.09.2024,17:08:43.09,"2,69","50,0993","19,3702"
20240903.012540.30,03.09.2024,01:25:40.30,"2,44","50,1674","19,3465"
20240903.014241.44,03.09.2024,01:42:41.44,"2,59","50,205","18,6329"
20240903.133722.73,03.09.2024,13:37:22.73,"2,5","50,2277","18,8213"
20240903.141640.11,03.09.2024,14:16:40.11,"2,79","50,1032","19,3738"
20240903.142719.89,03.09.2024,14:27:19.89,"2,6","50,0998","19,3686"
20240903.150723.04,03.09.2024,15:07:23.04,"2,6","50,0985","19,3693"
20240903.174429.44,03.09.2024,17:44:29.44,"2,04","50,0822","18,4585"
20240903.185535.30,03.09.2024,18:55:35.30,"2,67","50,1859","19,0825"
20240903.231053.10,03.09.2024,23:10:53.10,"2,74","50,0996","19,3679"
20240904.084648.44,04.09.2024,08:46:48.44,"2,26","50,1674","19,3462"
20240904.090813.79,04.09.2024,09:08:13.79,"2,55","50,1924","18,6763"
20240904.093923.40,04.09.2024,09:39:23.40,"2,54","50,099","19,3701"
20240904.161236.54,04.09.2024,16:12:36.54,"2,48","50,0823","18,4579"
20240904.193520.24,04.09.2024,19:35:20.24,"2,86","50,2205","19,0247"
20240904.233003.67,04.09.2024,23:30:03.67,"2,7","50,0998","19,3673"
20240905.063744.03,05.09.2024,06:37:44.03,"2,26","50,0988","19,3689"
20240905.142629.63,05.09.2024,14:26:29.63,"2,58","50,2129","19,31"
20240905.150649.46,05.09.2024,15:06:49.46,"2,52","50,1857","19,0828"
20240905.162441.99,05.09.2024,16:24:41.99,"3,62","50,0829","18,4577"
20240905.213552.25,05.09.2024,21:35:52.25,"2,58","50,0993","19,368"
20240905.220010.79,05.09.2024,22:00:10.79,"2,62","50,099","19,3686"
20240905.233321.48,05.09.2024,23:33:21.48,"2,8","50,1668","19,3461"
20240906.025220.50,06.09.2024,02:52:20.50,"2,59","50,0987","19,3668"
20240906.045032.82,06.09.2024,04:50:32.82,"2,58","50,2031","19,0759"
20240906.045623.98,06.09.2024,04:56:23.98,"2,44","50,0994","19,3681"
20240906.093931.16,06.09.2024,09:39:31.16,3,"50,0991","19,3678"
20240906.133345.70,06.09.2024,13:33:45.70,"2,32","50,0984","19,3689"
20240906.133636.86,06.09.2024,13:36:36.86,"2,69","50,1859","19,0823"
20240907.101057.12,07.09.2024,10:10:57.12,"2,4","50,0995","19,3688"
20240907.101505.35,07.09.2024,10:15:05.35,"2,71","50,0988","19,3689"
20240909.060830.68,09.09.2024,06:08:30.68,"3,12","50,2024","19,0757"
20240909.113200.25,09.09.2024,11:32:00.25,"2,68","50,0975","19,3648"
20240909.142441.43,09.09.2024,14:24:41.43,"2,47","50,1322","19,1824"
20240910.045643.74,10.09.2024,04:56:43.74,"2,58","50,193","18,6762"
20240910.101944.84,10.09.2024,10:19:44.84,"2,91","50,1857","19,0825"
20240910.141140.04,10.09.2024,14:11:40.04,"2,8","50,2292","18,8172"
20240910.144226.41,10.09.2024,14:42:26.41,"2,83","50,0996","19,367"
20240910.233607.18,10.09.2024,23:36:07.18,"2,5","50,0986","19,3677"
20240911.003019.19,11.09.2024,00:30:19.19,"3,24","50,0997","19,3681"
20240911.003126.36,11.09.2024,00:31:26.36,"2,19","50,1008","19,3701"
20240911.021319.50,11.09.2024,02:13:19.50,"2,65","50,2404","18,8871"
20240911.043548.07,11.09.2024,04:35:48.07,"2,76","50,0992","19,3691"
20240911.135856.29,11.09.2024,13:58:56.29,"2,56","50,1019","19,3485"
20240911.211545.93,11.09.2024,21:15:45.93,"2,56","50,0991","19,3674"
20240911.211701.70,11.09.2024,21:17:01.70,"3,1","50,0985","19,3697"
20240911.231117.20,11.09.2024,23:11:17.20,"2,79","50,2026","19,0745"
20240912.052736.85,12.09.2024,05:27:36.85,"3,2","50,1675","19,3469"
20240912.083423.40,12.09.2024,08:34:23.40,"2,5","50,1762","18,6572"
20240912.140546.19,12.09.2024,14:05:46.19,"2,5","50,1675","19,3465"
20240913.000653.00,13.09.2024,00:06:53.00,"2,56","50,0989","19,3684"
20240913.014333.31,13.09.2024,01:43:33.31,"2,78","50,1863","19,0823"
20240913.033023.77,13.09.2024,03:30:23.77,"2,67","50,0991","19,3677"
20240913.033752.23,13.09.2024,03:37:52.23,"2,25","50,2405","18,8866"
20240913.123431.37,13.09.2024,12:34:31.37,"3,05","50,2026","19,0757"
20240913.140537.03,13.09.2024,14:05:37.03,"2,53","50,2056","18,634"
20240913.152046.76,13.09.2024,15:20:46.76,"2,31","50,1675","19,3462"
20240913.185148.16,13.09.2024,18:51:48.16,"2,29","50,2404","18,8871"
20240914.010015.74,14.09.2024,01:00:15.74,"1,89","50,1669","19,3464"
20240914.060152.93,14.09.2024,06:01:52.93,"2,26","50,0986","19,3673"
20240914.061142.05,14.09.2024,06:11:42.05,"2,2","50,0977","19,3475"
20240914.085119.85,14.09.2024,08:51:19.85,"2,39","50,1673","19,3465"
20240914.111158.99,14.09.2024,11:11:58.99,"2,33","50,2406","18,8876"
20240914.131213.66,14.09.2024,13:12:13.66,"2,57","50,1018","19,3486"
20240916.110558.57,16.09.2024,11:05:58.57,"2,82","50,189","19,368"
20240916.192723.74,16.09.2024,19:27:23.74,"2,47","50,0983","19,3686"
20240916.225314.88,16.09.2024,22:53:14.88,"2,63","50,2053","18,6346"
20240916.231936.05,16.09.2024,23:19:36.05,"2,34","50,1676","19,3461"
20240917.031032.86,17.09.2024,03:10:32.86,"2,38","50,1695","18,6363"
20240917.053229.30,17.09.2024,05:32:29.30,"2,33","50,1678","19,3463"
20240917.054502.98,17.09.2024,05:45:02.98,"2,38","50,0978","19,3477"
20240917.085259.68,17.09.2024,08:52:59.68,"2,56","50,1871","19,0824"
20240917.164658.04,17.09.2024,16:46:58.04,"2,4","50,0997","19,3669"
20240917.181631.15,17.09.2024,18:16:31.15,"2,36","50,1679","19,3464"
20240917.181835.31,17.09.2024,18:18:35.31,"2,16","50,2412","18,8872"
20240917.193900.39,17.09.2024,19:39:00.39,"1,87","50,1674","19,3468"
20240917.201805.32,17.09.2024,20:18:05.32,"2,73","50,1863","19,0832"
20240917.211043.42,17.09.2024,21:10:43.42,"2,09","50,1323","19,1815"
20240918.022616.00,18.09.2024,02:26:16.00,"3,01","50,2032","19,0774"
20240918.030420.87,18.09.2024,03:04:20.87,"2,36","50,1695","18,6343"
20240918.115628.44,18.09.2024,11:56:28.44,"2,65","50,1676","19,3456"
20240918.133253.43,18.09.2024,13:32:53.43,"2,69","50,0995","19,3666"
20240918.134059.83,18.09.2024,13:40:59.83,"2,56","50,0989","19,3684"
20240918.210133.09,18.09.2024,21:01:33.09,"2,49","50,1677","19,3456"
20240919.031733.80,19.09.2024,03:17:33.80,"2,52","50,2054","18,6359"
20240919.080958.00,19.09.2024,08:09:58.00,"2,19","50,2406","18,8863"
20240919.101901.00,19.09.2024,10:19:01.00,"2,52","50,101","19,3488"
20240919.135144.99,19.09.2024,13:51:44.99,"2,63","50,1675","19,3458"
20240919.142036.69,19.09.2024,14:20:36.69,"2,59","50,0981","19,3677"
20240919.192505.35,19.09.2024,19:25:05.35,"2,32","50,1663","19,347"
20240919.193355.47,19.09.2024,19:33:55.47,"2,38","50,0987","19,3676"
20240920.035856.98,20.09.2024,03:58:56.98,"2,54","50,1672","19,3452"
20240920.041944.90,20.09.2024,04:19:44.90,"2,5","50,0991","19,3665"
20240920.042237.28,20.09.2024,04:22:37.28,"2,43","50,186","19,0821"
20240920.152311.78,20.09.2024,15:23:11.78,"2,35","50,2408","18,8872"
20240921.031908.66,21.09.2024,03:19:08.66,"2,12","50,1676","19,3456"
20240921.175130.57,21.09.2024,17:51:30.57,"2,82","50,0976","19,3675"
20240923.074139.94,23.09.2024,07:41:39.94,"2,41","50,1658","19,3468"
20240923.140108.92,23.09.2024,14:01:08.92,"2,54","50,241","18,8875"
20240923.145939.51,23.09.2024,14:59:39.51,"2,52","50,2054","18,6353"
20240923.233206.38,23.09.2024,23:32:06.38,"2,49","50,1675","19,3456"
20240924.002629.41,24.09.2024,00:26:29.41,"2,72","50,1871","19,0826"
20240924.021251.73,24.09.2024,02:12:51.73,"2,98","50,2039","19,0748"
20240924.030820.40,24.09.2024,03:08:20.40,"2,39","50,0991","19,3673"
20240924.033919.38,24.09.2024,03:39:19.38,"2,42","50,0987","19,3684"
20240924.040624.30,24.09.2024,04:06:24.30,"2,76","50,0987","19,367"
20240924.041013.42,24.09.2024,04:10:13.42,"2,29","50,1672","19,3476"
20240924.063022.32,24.09.2024,06:30:22.32,"2,87","50,1868","19,0836"
20240924.105543.29,24.09.2024,10:55:43.29,"2,56","50,1863","19,0831"
20240924.144726.51,24.09.2024,14:47:26.51,"2,41","50,1316","19,1813"
20240924.151136.17,24.09.2024,15:11:36.17,"2,54","50,167","19,3451"
20240924.161821.89,24.09.2024,16:18:21.89,"2,19","50,1667","19,3451"
20240924.171503.79,24.09.2024,17:15:03.79,"2,13","50,168","19,3475"
20240924.213058.51,24.09.2024,21:30:58.51,"2,11","50,1673","19,3476"
20240924.222304.80,24.09.2024,22:23:04.80,"2,52","50,0993","19,3677"
20240925.014439.87,25.09.2024,01:44:39.87,"2,67","50,1674","19,3455"
20240925.135512.28,25.09.2024,13:55:12.28,"2,73","50,0988","19,3675"
20240925.213402.61,25.09.2024,21:34:02.61,"1,94","50,1676","19,3472"
20240926.184347.00,26.09.2024,18:43:47.00,"2,38","50,1316","19,1814"
20240926.211623.89,26.09.2024,21:16:23.89,"2,4","50,1699","18,6363"
20240926.212416.57,26.09.2024,21:24:16.57,"2,59","50,0991","19,3669"
20240926.221304.17,26.09.2024,22:13:04.17,"2,64","50,0985","19,3673"
20240927.032124.92,27.09.2024,03:21:24.92,"2,43","50,1672","19,3463"
20240927.131101.31,27.09.2024,13:11:01.31,"3,13","50,1006","19,3698"
20240927.194327.24,27.09.2024,19:43:27.24,"2,62","50,0988","19,3667"
20240927.205225.16,27.09.2024,20:52:25.16,"2,78","50,1864","19,0832"
20240927.210529.79,27.09.2024,21:05:29.79,"2,3","50,1317","19,1814"
20240928.101001.02,28.09.2024,10:10:01.02,"2,57","50,0979","19,3673"
20240928.135615.88,28.09.2024,13:56:15.88,"2,57","50,0998","19,3682"
20240928.234247.40,28.09.2024,23:42:47.40,"2,03","50,168","19,3474"
20240930.105247.72,30.09.2024,10:52:47.72,"2,25","50,1678","19,3484"
20240930.200719.15,30.09.2024,20:07:19.15,"2,26","50,0813","18,4585"
20241001.025855.39,01.10.2024,02:58:55.39,"2,4","50,1673","19,3465"
20241001.043828.49,01.10.2024,04:38:28.49,"2,57","50,2063","18,6333"
20241001.184953.23,01.10.2024,18:49:53.23,"2,65","50,0282","18,5367"
20241002.015413.44,02.10.2024,01:54:13.44,"2,38","50,2409","18,8865"
20241002.034018.96,02.10.2024,03:40:18.96,"2,27","50,1671","19,3474"
20241002.150907.67,02.10.2024,15:09:07.67,"3,14","50,1874","19,0826"
20241002.195538.46,02.10.2024,19:55:38.46,"2,35","50,1671","19,3466"
20241002.204302.01,02.10.2024,20:43:02.01,"2,93","50,0988","19,3678"
20241003.021451.85,03.10.2024,02:14:51.85,"2,62","50,0982","19,3692"
20241003.033239.31,03.10.2024,03:32:39.31,"2,83","50,1675","19,3461"
20241003.152520.66,03.10.2024,15:25:20.66,"2,49","50,1317","19,181"
20241003.174515.54,03.10.2024,17:45:15.54,"2,7","50,205","18,6338"
20241003.211807.43,03.10.2024,21:18:07.43,"2,89","50,1672","19,347"
20241004.003128.30,04.10.2024,00:31:28.30,"2,93","50,1806","19,0821"
20241004.033427.44,04.10.2024,03:34:27.44,"2,61","50,0983","19,3678"
20241004.184356.92,04.10.2024,18:43:56.92,"2,56","50,1677","19,3467"
20241004.184702.52,04.10.2024,18:47:02.52,"2,79","50,0992","19,3674"
20241004.225959.42,04.10.2024,22:59:59.42,"2,42","50,1928","18,6783"
20241005.001204.40,05.10.2024,00:12:04.40,"1,67","50,0808","18,4586"
20241005.003143.48,05.10.2024,00:31:43.48,"2,45","50,2409","18,8858"
20241005.020008.44,05.10.2024,02:00:08.44,"2,57","50,2247","19,0288"
20241005.020313.71,05.10.2024,02:03:13.71,"2,67","50,1872","19,0824"
20241005.031147.48,05.10.2024,03:11:47.48,"2,32","50,1688","18,6372"
20241005.110141.01,05.10.2024,11:01:41.01,"2,64","50,1673","19,347"
20241005.173451.06,05.10.2024,17:34:51.06,"2,12","50,1682","19,3458"
20241007.010840.51,07.10.2024,01:08:40.51,"2,25","50,2673","18,8238"
20241007.012713.59,07.10.2024,01:27:13.59,"2,45","50,2697","18,8119"
20241007.131421.08,07.10.2024,13:14:21.08,"2,88","50,0993","19,3662"
20241007.150014.33,07.10.2024,15:00:14.33,"2,74","50,1682","19,3468"
20241007.150849.11,07.10.2024,15:08:49.11,"2,66","50,099","19,3656"
20241007.163608.13,07.10.2024,16:36:08.13,"2,65","50,2323","18,8397"
20241007.194645.87,07.10.2024,19:46:45.87,"2,32","50,1326","19,1808"
20241007.200342.54,07.10.2024,20:03:42.54,"3,11","50,2024","19,0762"
20241008.023835.28,08.10.2024,02:38:35.28,"2,47","50,0988","19,3661"
20241008.030945.16,08.10.2024,03:09:45.16,"2,76","50,1682","19,3469"
20241008.032709.89,08.10.2024,03:27:09.89,"2,38","50,1004","19,3659"
20241008.133349.45,08.10.2024,13:33:49.45,"2,98","50,0816","18,4598"
20241008.144747.54,08.10.2024,14:47:47.54,"2,7","50,1677","19,3465"
20241008.170113.31,08.10.2024,17:01:13.31,"2,84","50,1014","19,3473"
20241008.172552.10,08.10.2024,17:25:52.10,"2,8","50,0989","19,3663"
20241008.225432.57,08.10.2024,22:54:32.57,"2,13","50,1683","19,3468"
20241009.000245.17,09.10.2024,00:02:45.17,"1,89","50,1675","19,3453"
20241009.015827.72,09.10.2024,01:58:27.72,"2,53","50,2206","19,0275"
20241009.140006.01,09.10.2024,14:00:06.01,"2,33","50,218","19,0261"
20241009.141057.16,09.10.2024,14:10:57.16,"3,03","50,1675","19,3458"
20241009.184801.57,09.10.2024,18:48:01.57,"2,44","50,2407","18,8854"
20241009.223123.87,09.10.2024,22:31:23.87,"2,85","50,1017","19,3477"
20241010.032941.77,10.10.2024,03:29:41.77,"2,7","50,0981","19,3679"
20241010.124128.84,10.10.2024,12:41:28.84,"3,02","50,0982","19,367"
20241010.165502.91,10.10.2024,16:55:02.91,"2,05","50,168","19,3476"
20241010.214903.74,10.10.2024,21:49:03.74,"2,33","50,1679","19,3471"
20241011.005042.89,11.10.2024,00:50:42.89,"2,55","50,0824","18,458"
20241011.050717.23,11.10.2024,05:07:17.23,"2,75","50,098","19,3669"
20241011.132230.58,11.10.2024,13:22:30.58,"2,63","50,0824","18,4586"
20241011.134942.79,11.10.2024,13:49:42.79,"2,71","50,2053","18,634"
20241011.135255.18,11.10.2024,13:52:55.18,"2,71","50,1684","19,3462"
20241011.233634.51,11.10.2024,23:36:34.51,"2,72","50,1866","19,0832"
20241012.001021.21,12.10.2024,00:10:21.21,"2,55","50,1681","19,3474"
20241012.045206.83,12.10.2024,04:52:06.83,"2,65","50,168","19,3473"
20241012.063143.74,12.10.2024,06:31:43.74,"2,79","50,098","19,3699"
20241012.072844.74,12.10.2024,07:28:44.74,"2,71","50,0967","19,3674"
20241012.091427.08,12.10.2024,09:14:27.08,"2,98","50,2038","19,0738"
20241012.103024.12,12.10.2024,10:30:24.12,"2,55","50,2202","19,0285"
20241012.140843.15,12.10.2024,14:08:43.15,"2,43","50,168","19,3476"
20241012.161722.20,12.10.2024,16:17:22.20,"2,28","50,2386","18,886"
20241012.204311.38,12.10.2024,20:43:11.38,"2,71","50,2041","19,0764"
20241014.012747.86,14.10.2024,01:27:47.86,"2,62","50,1917","18,7927"
20241014.125420.67,14.10.2024,12:54:20.67,"2,55","50,0996","19,354"
20241014.173635.83,14.10.2024,17:36:35.83,"2,67","50,206","18,6373"
20241015.010529.83,15.10.2024,01:05:29.83,"2,86","50,1679","19,3474"
20241015.020110.98,15.10.2024,02:01:10.98,"1,9","50,1676","19,3482"
20241015.025255.85,15.10.2024,02:52:55.85,"2,47","50,2411","18,8855"
20241015.040739.85,15.10.2024,04:07:39.85,"2,85","50,0969","19,3664"
20241015.224758.23,15.10.2024,22:47:58.23,"2,64","50,102","19,3472"
20241016.091822.46,16.10.2024,09:18:22.46,"3,24","50,2025","19,075"
20241016.115627.87,16.10.2024,11:56:27.87,"2,74","50,1936","18,6786"
20241016.160809.66,16.10.2024,16:08:09.66,"2,77","50,1678","19,3464"
20241016.165150.84,16.10.2024,16:51:50.84,"2,6","50,0985","19,3653"
20241017.003835.35,17.10.2024,00:38:35.35,"2,75","50,0984","19,3672"
20241017.004540.47,17.10.2024,00:45:40.47,"2,55","50,2794","18,8182"
20241017.011325.68,17.10.2024,01:13:25.68,"2,36","50,2791","18,8169"
20241017.021611.59,17.10.2024,02:16:11.59,"2,78","50,187","19,0832"
20241017.030930.97,17.10.2024,03:09:30.97,"2,51","50,0284","18,534"
20241017.065125.17,17.10.2024,06:51:25.17,"2,53","50,1915","18,7929"
20241017.191418.16,17.10.2024,19:14:18.16,"2,38","50,0281","18,5351"
20241017.192146.18,17.10.2024,19:21:46.18,"2,83","50,1867","19,0829"
20241017.222210.69,17.10.2024,22:22:10.69,"2,49","50,1683","19,3471"
20241017.233040.08,17.10.2024,23:30:40.08,"2,68","50,2206","19,0278"
20241018.034151.47,18.10.2024,03:41:51.47,"2,52","50,1024","19,3465"
20241018.074514.12,18.10.2024,07:45:14.12,"2,81","50,2064","18,6373"
20241018.150006.05,18.10.2024,15:00:06.05,"2,6","50,101","19,3657"
20241018.160949.03,18.10.2024,16:09:49.03,"2,93","50,1005","19,3684"
20241018.220209.08,18.10.2024,22:02:09.08,"2,58","50,0812","18,4584"
20241019.014459.61,19.10.2024,01:44:59.61,"2,42","50,1023","19,3477"
20241019.045646.34,19.10.2024,04:56:46.34,"3,05","50,0981","19,3667"
20241019.063237.34,19.10.2024,06:32:37.34,"3,32","50,0985","19,3699"
20241019.064158.80,19.10.2024,06:41:58.80,"2,71","50,0974","19,3684"
20241019.081154.12,19.10.2024,08:11:54.12,"2,38","50,1694","18,6376"
20241020.181803.06,20.10.2024,18:18:03.06,"3,41","50,2028","19,0758"
20241021.202313.96,21.10.2024,20:23:13.96,"2,94","50,082","18,4596"
20241022.002323.24,22.10.2024,00:23:23.24,"2,45","50,1683","19,3474"
20241022.003917.25,22.10.2024,00:39:17.25,"2,6","50,2063","18,6386"
20241022.005932.59,22.10.2024,00:59:32.59,"1,98","50,1682","19,3475"
20241022.112410.02,22.10.2024,11:24:10.02,"2,78","50,1683","19,3468"
20241022.132817.91,22.10.2024,13:28:17.91,"2,79","50,1884","19,0829"
20241022.172855.51,22.10.2024,17:28:55.51,"2,76","50,0974","19,3683"
20241023.082311.63,23.10.2024,08:23:11.63,"2,8","50,1922","18,7942"
20241023.183343.78,23.10.2024,18:33:43.78,"2,96","50,1874","19,0819"
20241024.035100.46,24.10.2024,03:51:00.46,"2,67","50,2045","18,6358"
20241024.213102.19,24.10.2024,21:31:02.19,"2,68","50,1873","19,0827"
20241025.020356.44,25.10.2024,02:03:56.44,"2,71","50,2416","18,8843"
20241025.200545.83,25.10.2024,20:05:45.83,"2,55","50,0822","18,4585"
20241026.005452.60,26.10.2024,00:54:52.60,"3,13","50,2289","18,822"
20241026.013534.65,26.10.2024,01:35:34.65,"2,74","50,102","19,3463"
20241026.025514.68,26.10.2024,02:55:14.68,"2,81","50,2049","18,6393"
20241026.103301.61,26.10.2024,10:33:01.61,"2,66","50,1844","18,6791"
20241027.045408.31,27.10.2024,04:54:08.31,"2,96","50,2132","18,7128"
20241027.173915.12,27.10.2024,17:39:15.12,"2,69","50,187","19,0832"
20241028.175429.84,28.10.2024,17:54:29.84,"2,7","50,1021","19,3458"
20241029.130835.22,29.10.2024,13:08:35.22,"2,48","50,2207","19,0287"
20241029.144714.53,29.10.2024,14:47:14.53,"2,58","50,2437","18,8839"
20241029.165339.40,29.10.2024,16:53:39.40,"2,59","50,1018","19,3463"
20241029.174316.44,29.10.2024,17:43:16.44,"2,53","50,257","18,7408"
20241029.234126.31,29.10.2024,23:41:26.31,"3,34","50,2027","19,075"
20241030.030818.10,30.10.2024,03:08:18.10,"3,04","50,098","19,3676"
20241030.050424.49,30.10.2024,05:04:24.49,"2,66","50,2054","18,6379"
20241030.095804.16,30.10.2024,09:58:04.16,"2,66","50,1874","19,0828"
20241031.011706.93,31.10.2024,01:17:06.93,"2,7","50,2016","18,7621"
20241031.191142.04,31.10.2024,19:11:42.04,"2,85","50,1021","19,346"
20241101.034517.98,01.11.2024,03:45:17.98,"2,28","50,1682","19,3457"
20241101.044128.62,01.11.2024,04:41:28.62,"2,87","50,1785","19,0819"
20241101.104804.85,01.11.2024,10:48:04.85,"2,73","50,098","19,3669"
20241101.164014.41,01.11.2024,16:40:14.41,"2,55","50,1026","19,3463"
20241102.233512.70,02.11.2024,23:35:12.70,"1,94","50,1688","19,347"
20241103.084837.36,03.11.2024,08:48:37.36,"2,16","50,1009","19,3472"
20241104.104043.03,04.11.2024,10:40:43.03,"2,61","50,2066","18,6301"
20241105.001117.74,05.11.2024,00:11:17.74,"2,9","50,1932","18,6793"
20241105.024244.08,05.11.2024,02:42:44.08,"2,58","50,1009","19,3461"
20241106.044625.66,06.11.2024,04:46:25.66,"2,88","50,1009","19,346"
20241106.164728.08,06.11.2024,16:47:28.08,"2,65","50,0809","18,4579"
20241106.220920.19,06.11.2024,22:09:20.19,"2,62","50,1931","18,6791"
20241107.020546.06,07.11.2024,02:05:46.06,"2,76","50,098","19,3649"
20241107.132251.64,07.11.2024,13:22:51.64,"2,79","50,1686","19,3464"
20241107.211120.27,07.11.2024,21:11:20.27,"2,65","50,1932","18,6796"
20241107.213357.85,07.11.2024,21:33:57.85,"2,59","50,2216","19,0293"
20241108.013458.13,08.11.2024,01:34:58.13,"2,56","50,0804","18,4567"
20241108.192126.60,08.11.2024,19:21:26.60,"2,33","50,1685","19,3476"
20241108.224806.60,08.11.2024,22:48:06.60,"2,43","50,1014","19,3457"
20241108.225413.24,08.11.2024,22:54:13.24,"2,42","50,1872","19,0819"
20241109.025402.00,09.11.2024,02:54:02.00,"2,51","50,0243","18,5282"
20241109.102257.25,09.11.2024,10:22:57.25,"2,23","50,1686","19,3476"
20241112.183652.52,12.11.2024,18:36:52.52,"2,33","50,1684","19,346"
20241112.205314.36,12.11.2024,20:53:14.36,"2,57","50,0984","19,3678"
20241113.052913.78,13.11.2024,05:29:13.78,"2,85","50,2386","18,7463"
20241113.103938.44,13.11.2024,10:39:38.44,"2,88","50,1011","19,3456"
20241113.170514.26,13.11.2024,17:05:14.26,"2,45","50,2207","19,0286"
20241113.220237.90,13.11.2024,22:02:37.90,"2,77","50,2212","19,0258"
20241114.035950.86,14.11.2024,03:59:50.86,"2,79","50,1007","19,3458"
20241114.201722.99,14.11.2024,20:17:22.99,"2,44","50,2036","19,0751"
20241115.045554.36,15.11.2024,04:55:54.36,"2,54","50,1661","19,3462"
20241115.130040.13,15.11.2024,13:00:40.13,"2,42","50,2217","19,0297"
20241116.032113.62,16.11.2024,03:21:13.62,"2,97","50,1007","19,3453"
20241116.082208.48,16.11.2024,08:22:08.48,"2,49","50,1941","18,6787"
20241118.064622.52,18.11.2024,06:46:22.52,"3,23","50,2327","18,8319"
20241118.133252.33,18.11.2024,13:32:52.33,"2,62","50,0922","19,2082"
20241118.185817.73,18.11.2024,18:58:17.73,"2,61","50,0982","19,3643"
20241118.201800.26,18.11.2024,20:18:00.26,"2,43","50,221","19,0296"
20241119.042508.53,19.11.2024,04:25:08.53,"2,75","50,1005","19,3456"
20241120.022016.95,20.11.2024,02:20:16.95,"2,69","50,1025","19,3453"
20241120.044749.28,20.11.2024,04:47:49.28,"2,75","50,098","19,3695"
20241120.133709.18,20.11.2024,13:37:09.18,"2,88","50,169","19,3465"
20241120.144553.57,20.11.2024,14:45:53.57,"2,75","50,0976","19,3658"
20241120.175203.07,20.11.2024,17:52:03.07,"2,78","50,1009","19,3457"
20241120.181654.75,20.11.2024,18:16:54.75,"2,34","50,2214","19,0304"
20241120.224643.75,20.11.2024,22:46:43.75,"2,3","50,1939","18,6789"
20241121.163626.15,21.11.2024,16:36:26.15,"2,6","50,0977","19,3653"
20241121.222136.91,21.11.2024,22:21:36.91,"2,75","50,0981","19,3645"
20241122.005215.60,22.11.2024,00:52:15.60,"2,36","50,1679","19,3456"
20241122.034125.62,22.11.2024,03:41:25.62,"2,12","50,1686","19,3477"
20241122.152555.61,22.11.2024,15:25:55.61,"2,63","50,098","19,3665"
20241123.020407.30,23.11.2024,02:04:07.30,"2,27","50,3479","18,8481"
20241123.040221.67,23.11.2024,04:02:21.67,"2,29","49,9503","18,6571"
20241123.045250.63,23.11.2024,04:52:50.63,"2,7","50,1792","19,0834"
20241123.054320.84,23.11.2024,05:43:20.84,"2,03","50,1683","19,3462"
20241123.125103.19,23.11.2024,12:51:03.19,"2,82","50,1007","19,3447"
20241124.083234.21,24.11.2024,08:32:34.21,"2,11","50,1648","19,3463"
20241125.022741.47,25.11.2024,02:27:41.47,2,"50,1812","19,3413"
20241125.045443.67,25.11.2024,04:54:43.67,"2,53","50,1661","18,6103"
20241125.160441.85,25.11.2024,16:04:41.85,"2,74","50,098","19,3634"
20241126.001007.73,26.11.2024,00:10:07.73,"2,93","50,0976","19,3661"
20241126.011408.17,26.11.2024,01:14:08.17,"1,99","50,1806","19,3437"
20241126.180443.31,26.11.2024,18:04:43.31,"2,95","50,1002","19,345"
20241126.231122.21,26.11.2024,23:11:22.21,"2,3","50,182","19,3422"
20241127.202559.21,27.11.2024,20:25:59.21,"2,75","50,206","18,6376"
20241127.213901.62,27.11.2024,21:39:01.62,"2,59","50,2769","18,8233"
20241128.044527.35,28.11.2024,04:45:27.35,"3,11","50,097","19,3679"
20241128.145618.39,28.11.2024,14:56:18.39,"3,19","50,3471","18,8406"
20241128.153755.49,28.11.2024,15:37:55.49,"2,87","50,2305","18,8255"
20241128.183517.89,28.11.2024,18:35:17.89,"2,63","50,0973","19,3676"
20241128.190141.18,28.11.2024,19:01:41.18,"3,01","50,1006","19,3447"
20241128.214716.72,28.11.2024,21:47:16.72,"2,89","50,2033","19,0764"
20241128.220333.20,28.11.2024,22:03:33.20,"2,3","50,1822","19,342"
20241129.211301.56,29.11.2024,21:13:01.56,"3,04","50,0973","19,3661"
20241129.213833.30,29.11.2024,21:38:33.30,"2,15","50,1816","19,3417"
20241130.051024.07,30.11.2024,05:10:24.07,"2,61","50,0241","18,5278"
20241130.073844.03,30.11.2024,07:38:44.03,"2,27","50,1809","19,3436"
20241202.071406.76,02.12.2024,07:14:06.76,"2,46","50,1819","19,3419"
20241202.210816.73,02.12.2024,21:08:16.73,"2,97","50,0986","19,3639"
20241203.020755.41,03.12.2024,02:07:55.41,"2,64","50,1003","19,3451"
20241203.195020.91,03.12.2024,19:50:20.91,"2,86","50,1689","19,3482"
20241203.220217.03,03.12.2024,22:02:17.03,"2,54","50,2775","18,8235"
20241204.044138.79,04.12.2024,04:41:38.79,"2,47","50,098","19,3644"
20241205.143625.27,05.12.2024,14:36:25.27,"2,98","50,0976","19,3647"
20241205.170509.85,05.12.2024,17:05:09.85,"2,28","50,1881","19,0824"
20241206.061313.69,06.12.2024,06:13:13.69,"2,69","50,3501","18,8455"
20241206.155051.92,06.12.2024,15:50:51.92,"2,34","50,0804","18,4579"
