ID_W,DATA,CZAS_T0_UTC,Mw,Lat,Lon
20240514.125023.51,14.05.2024,12:50:23.51,"2,83","50,0642","18,4638"
20240514.135546.36,14.05.2024,13:55:46.36,"2,72","50,0916","19,2076"
20240514.203001.56,14.05.2024,20:30:01.56,"2,45","50,0838","18,4604"
20240514.215254.01,14.05.2024,21:52:54.01,"2,66","50,1771","19,3398"
20240514.235328.54,14.05.2024,23:53:28.54,"2,18","50,0915","19,2061"
20240515.010251.60,15.05.2024,01:02:51.60,"2,66","50,1931","18,7958"
20240515.045732.64,15.05.2024,04:57:32.64,"2,32","50,2052","18,7899"
20240515.175556.05,15.05.2024,17:55:56.05,"2,59","50,1771","19,3409"
20240515.183133.35,15.05.2024,18:31:33.35,"2,63","50,177","19,3411"
20240516.030258.77,16.05.2024,03:02:58.77,"2,43","50,1771","19,3408"
20240516.054627.83,16.05.2024,05:46:27.83,"2,62","50,0892","19,2059"
20240516.114459.67,16.05.2024,11:44:59.67,"2,54","50,2285","18,816"
20240516.145322.72,16.05.2024,14:53:22.72,"2,24","50,084","18,4589"
20240516.215602.97,16.05.2024,21:56:02.97,"2,74","50,1772","19,3405"
20240517.130536.61,17.05.2024,13:05:36.61,"2,03","50,0829","18,4606"
20240517.162933.41,17.05.2024,16:29:33.41,"2,35","50,1767","19,342"
20240517.175541.15,17.05.2024,17:55:41.15,"2,45","50,0914","19,2076"
20240517.210302.16,17.05.2024,21:03:02.16,"2,87","50,203","18,6289"
20240517.215425.85,17.05.2024,21:54:25.85,"2,69","50,1015","19,3514"
20240518.024030.13,18.05.2024,02:40:30.13,"2,58","50,1022","19,3574"
20240518.033159.64,18.05.2024,03:31:59.64,"2,34","50,1767","19,3394"
20240518.104844.41,18.05.2024,10:48:44.41,"2,58","50,0908","19,2076"
20240518.202921.19,18.05.2024,20:29:21.19,"2,98","50,1952","18,6953"
20240519.101157.34,19.05.2024,10:11:57.34,"2,26","50,0917","19,2072"
20240519.220617.38,19.05.2024,22:06:17.38,"2,37","50,0283","18,5179"
20240520.010935.81,20.05.2024,01:09:35.81,"2,5","50,202","19,0762"
20240520.160710.91,20.05.2024,16:07:10.91,"2,51","50,1848","19,3421"
20240520.214839.76,20.05.2024,21:48:39.76,"2,65","50,1771","19,3406"
20240521.043026.64,21.05.2024,04:30:26.64,"2,43","50,035","18,5201"
20240521.120508.05,21.05.2024,12:05:08.05,"2,14","50,0912","19,1983"
20240521.194011.20,21.05.2024,19:40:11.20,"2,43","50,1768","19,3396"
20240522.043953.42,22.05.2024,04:39:53.42,"2,27","50,1771","19,3406"
20240522.123017.91,22.05.2024,12:30:17.91,"2,41","50,0911","19,2077"
20240522.201459.80,22.05.2024,20:14:59.80,"2,94","50,0634","18,4657"
20240522.203122.53,22.05.2024,20:31:22.53,"2,28","50,1772","19,3405"
20240522.220240.81,22.05.2024,22:02:40.81,"2,57","50,1771","19,3407"
20240523.171056.34,23.05.2024,17:10:56.34,"2,73","50,103","19,3507"
20240523.191928.38,23.05.2024,19:19:28.38,"2,34","50,177","19,3415"
20240523.195756.79,23.05.2024,19:57:56.79,"2,49","50,1774","19,3404"
20240523.214056.53,23.05.2024,21:40:56.53,"2,22","50,177","19,3402"
20240523.224228.51,23.05.2024,22:42:28.51,"2,22","50,177","19,3424"
20240524.001410.51,24.05.2024,00:14:10.51,"2,02","49,9781","18,6104"
20240524.070447.67,24.05.2024,07:04:47.67,"2,4","50,0904","19,2073"
20240524.194239.10,24.05.2024,19:42:39.10,"2,51","50,2052","18,7896"
20240524.221812.65,24.05.2024,22:18:12.65,"2,4","50,1774","19,3405"
20240525.154234.06,25.05.2024,15:42:34.06,3,"50,3684","18,8818"
20240527.170653.07,27.05.2024,17:06:53.07,"2,34","50,0835","18,4615"
20240528.003544.16,28.05.2024,00:35:44.16,"2,08","50,0915","19,2074"
20240528.010042.20,28.05.2024,01:00:42.20,"2,33","50,1776","19,3405"
20240528.165148.31,28.05.2024,16:51:48.31,"2,3","50,1772","19,3403"
20240528.215803.89,28.05.2024,21:58:03.89,"2,41","50,1774","19,3403"
20240528.222505.24,28.05.2024,22:25:05.24,"2,8","50,0614","19,3433"
20240529.074542.40,29.05.2024,07:45:42.40,"2,15","50,1652","19,3462"
20240529.075138.32,29.05.2024,07:51:38.32,"2,82","50,1961","18,695"
20240529.082122.06,29.05.2024,08:21:22.06,"2,55","50,2285","18,8164"
20240529.134848.77,29.05.2024,13:48:48.77,"2,83","50,0913","19,2066"
20240529.153316.45,29.05.2024,15:33:16.45,"2,52","50,1776","19,34"
20240529.221417.58,29.05.2024,22:14:17.58,"2,09","50,1774","19,3402"
20240530.000713.18,30.05.2024,00:07:13.18,"2,58","50,1751","19,3414"
20240530.035818.25,30.05.2024,03:58:18.25,"2,29","50,1774","19,3401"
20240530.073057.55,30.05.2024,07:30:57.55,"2,59","50,1772","19,3405"
20240530.123806.95,30.05.2024,12:38:06.95,"2,9","50,1881","19,0823"
20240531.000441.48,31.05.2024,00:04:41.48,"2,71","50,1014","19,3513"
20240531.020454.67,31.05.2024,02:04:54.67,"2,38","50,196","18,6938"
20240531.160012.26,31.05.2024,16:00:12.26,"2,21","50,1776","19,341"
20240531.214108.53,31.05.2024,21:41:08.53,"2,43","50,1775","19,3404"
20240601.064809.79,01.06.2024,06:48:09.79,"2,59","50,1777","19,3409"
20240601.070225.46,01.06.2024,07:02:25.46,"2,3","50,1771","19,3399"
20240601.105321.71,01.06.2024,10:53:21.71,"2,43","50,0918","19,2072"
20240601.140652.80,01.06.2024,14:06:52.80,"2,86","50,183","19,0828"
20240603.114041.63,03.06.2024,11:40:41.63,"2,56","50,0997","19,3548"
20240603.164514.17,03.06.2024,16:45:14.17,"2,15","50,0841","18,459"
20240603.190344.27,03.06.2024,19:03:44.27,"2,4","50,2049","18,7895"
20240603.212526.91,03.06.2024,21:25:26.91,"2,56","50,1775","19,3407"
20240604.033733.16,04.06.2024,03:37:33.16,"2,15","50,1781","19,3407"
20240604.105401.94,04.06.2024,10:54:01.94,"2,65","50,0916","19,2074"
20240604.185644.46,04.06.2024,18:56:44.46,"1,99","50,0836","18,4597"
20240604.201435.58,04.06.2024,20:14:35.58,"2,44","50,1776","19,3407"
20240604.223244.23,04.06.2024,22:32:44.23,"2,66","50,2359","18,7394"
20240605.032800.32,05.06.2024,03:28:00.32,"2,42","50,1776","19,3406"
20240605.153658.95,05.06.2024,15:36:58.95,"2,74","50,1961","18,6941"
20240605.231435.84,05.06.2024,23:14:35.84,"2,49","50,0831","18,4602"
20240606.095856.23,06.06.2024,09:58:56.23,"2,1","50,1778","19,3408"
20240606.101502.36,06.06.2024,10:15:02.36,"2,36","50,1772","19,3398"
20240607.003218.05,07.06.2024,00:32:18.05,"2,46","50,2055","18,7901"
20240607.014841.29,07.06.2024,01:48:41.29,"2,67","50,1777","19,3404"
20240607.121637.62,07.06.2024,12:16:37.62,"2,5","50,1032","19,3511"
20240607.221629.15,07.06.2024,22:16:29.15,"2,84","50,0907","19,1983"
20240607.223137.28,07.06.2024,22:31:37.28,"1,86","50,1779","19,3412"
20240608.022324.00,08.06.2024,02:23:24.00,"2,06","50,1782","19,3399"
20240608.045609.40,08.06.2024,04:56:09.40,"2,12","50,0915","19,2062"
20240608.070713.70,08.06.2024,07:07:13.70,"2,48","50,0869","19,2058"
20240608.075809.99,08.06.2024,07:58:09.99,"2,52","50,1777","19,3402"
20240608.220911.93,08.06.2024,22:09:11.93,"2,19","50,1777","19,3403"
20240610.194508.84,10.06.2024,19:45:08.84,"2,54","50,0834","18,4605"
20240610.215005.90,10.06.2024,21:50:05.90,"2,38","50,1776","19,34"
20240611.003746.42,11.06.2024,00:37:46.42,"2,75","50,2287","18,8163"
20240611.151746.23,11.06.2024,15:17:46.23,"2,39","50,178","19,3408"
20240611.223153.86,11.06.2024,22:31:53.86,"2,34","50,1779","19,3406"
20240611.234941.55,11.06.2024,23:49:41.55,"2,32","50,0915","19,208"
20240612.035347.71,12.06.2024,03:53:47.71,"3,01","50,2036","18,6334"
20240612.194912.66,12.06.2024,19:49:12.66,"2,58","50,2141","19,0704"
20240612.203426.65,12.06.2024,20:34:26.65,"2,18","50,1774","19,3414"
20240613.024601.03,13.06.2024,02:46:01.03,"2,48","50,1776","19,3407"
20240613.212548.40,13.06.2024,21:25:48.40,"1,97","50,1778","19,3407"
20240614.140443.19,14.06.2024,14:04:43.19,"2,36","50,1779","19,3413"
20240614.220244.30,14.06.2024,22:02:44.30,"2,25","50,1775","19,341"
20240616.000955.03,16.06.2024,00:09:55.03,"3,2","50,2124","18,7153"
20240617.025522.20,17.06.2024,02:55:22.20,"2,42","50,2287","18,8182"
20240617.075232.32,17.06.2024,07:52:32.32,"2,32","50,1781","19,3405"
20240617.171124.65,17.06.2024,17:11:24.65,"2,49","50,2184","19,0275"
20240617.221200.25,17.06.2024,22:12:00.25,"2,31","50,1781","19,3419"
20240618.013435.70,18.06.2024,01:34:35.70,"2,57","50,0835","18,4588"
20240618.103700.68,18.06.2024,10:37:00.68,"2,47","50,178","19,3402"
20240618.201854.83,18.06.2024,20:18:54.83,"2,43","50,1779","19,3413"
20240619.000545.15,19.06.2024,00:05:45.15,"2,53","50,1012","19,3706"
20240619.151150.22,19.06.2024,15:11:50.22,"2,31","50,1775","19,3405"
20240620.132951.39,20.06.2024,13:29:51.39,"2,59","50,0843","18,4589"
20240620.150446.28,20.06.2024,15:04:46.28,"2,12","50,1782","19,3405"
20240620.202331.06,20.06.2024,20:23:31.06,"2,44","50,1775","19,3413"
20240621.001913.40,21.06.2024,00:19:13.40,"2,88","50,1834","19,0822"
20240621.144343.22,21.06.2024,14:43:43.22,"2,74","50,2295","18,8199"
20240621.155816.94,21.06.2024,15:58:16.94,"3,02","50,2032","18,6299"
20240621.160424.19,21.06.2024,16:04:24.19,"2,62","50,1777","19,3412"
20240621.165752.40,21.06.2024,16:57:52.40,"2,85","50,2029","19,0749"
20240622.020413.47,22.06.2024,02:04:13.47,"2,47","50,0834","18,4619"
20240622.024723.99,22.06.2024,02:47:23.99,"2,3","50,1781","19,3416"
20240622.152301.61,22.06.2024,15:23:01.61,"2,21","50,1785","18,7428"
20240622.235209.79,22.06.2024,23:52:09.79,"2,47","50,0922","19,2077"
20240623.220911.00,23.06.2024,22:09:11.00,"2,28","50,0839","18,4604"
20240624.090925.98,24.06.2024,09:09:25.98,"2,19","50,1781","19,3407"
20240624.211456.80,24.06.2024,21:14:56.80,"2,13","50,1782","19,3409"
20240625.000700.50,25.06.2024,00:07:00.50,"1,9","50,0833","18,4579"
20240625.003504.99,25.06.2024,00:35:04.99,"2,32","50,026","18,5234"
20240625.003700.45,25.06.2024,00:37:00.45,"3,13","50,3474","18,8462"
20240625.013026.23,25.06.2024,01:30:26.23,"2,34","50,1782","19,3409"
20240625.095343.80,25.06.2024,09:53:43.80,"2,3","50,0827","18,4598"
20240625.164855.93,25.06.2024,16:48:55.93,"2,25","50,1782","19,3406"
20240625.221331.78,25.06.2024,22:13:31.78,"2,32","50,0834","18,461"
20240625.224715.96,25.06.2024,22:47:15.96,"2,23","50,0825","18,461"
20240626.131809.65,26.06.2024,13:18:09.65,"2,71","50,1758","19,3417"
20240626.134520.08,26.06.2024,13:45:20.08,"2,25","50,1784","19,3409"
20240626.135812.43,26.06.2024,13:58:12.43,"3,28","50,2023","19,0746"
20240627.130040.55,27.06.2024,13:00:40.55,"2,77","50,1962","18,6944"
20240627.132832.34,27.06.2024,13:28:32.34,"2,39","50,1781","19,3411"
20240627.143549.16,27.06.2024,14:35:49.16,"2,16","50,1664","19,3465"
20240627.215953.28,27.06.2024,21:59:53.28,"2,26","50,1781","19,3402"
20240627.222128.29,27.06.2024,22:21:28.29,"2,03","50,1783","19,3404"
20240628.101003.61,28.06.2024,10:10:03.61,"2,44","50,178","19,3404"
20240628.204307.67,28.06.2024,20:43:07.67,"2,4","50,0835","18,458"
20240628.210337.73,28.06.2024,21:03:37.73,"2,94","50,2287","18,8202"
20240629.011708.06,29.06.2024,01:17:08.06,"2,32","50,0259","18,523"
20240629.130445.22,29.06.2024,13:04:45.22,"2,66","50,2015","19,0751"
20240630.082006.84,30.06.2024,08:20:06.84,"2,77","50,2732","18,8238"
20240630.223951.96,30.06.2024,22:39:51.96,"2,69","50,094","19,2063"
20240701.095130.21,01.07.2024,09:51:30.21,"2,68","50,2032","18,6314"
20240701.100614.25,01.07.2024,10:06:14.25,"2,74","50,2044","18,6311"
20240701.143114.79,01.07.2024,14:31:14.79,"2,58","50,2032","19,0752"
20240701.193028.76,01.07.2024,19:30:28.76,"2,4","50,1837","19,0822"
20240702.092217.43,02.07.2024,09:22:17.43,"3,24","50,2021","19,076"
20240702.222709.24,02.07.2024,22:27:09.24,"1,89","50,0829","18,4606"
20240702.225547.93,02.07.2024,22:55:47.93,"1,89","50,0831","18,4595"
20240702.225603.92,02.07.2024,22:56:03.92,"2,1","50,0834","18,4601"
20240702.230242.26,02.07.2024,23:02:42.26,"2,31","50,1027","19,3505"
20240703.182844.18,03.07.2024,18:28:44.18,"2,41","50,2312","18,8338"
20240703.195241.81,03.07.2024,19:52:41.81,"2,36","50,1786","19,3406"
20240704.033446.10,04.07.2024,03:34:46.10,"2,53","50,1785","19,3406"
20240704.063511.92,04.07.2024,06:35:11.92,"2,79","50,1684","18,6344"
20240704.223925.56,04.07.2024,22:39:25.56,"2,58","50,0829","18,4613"
20240705.001312.16,05.07.2024,00:13:12.16,"2,62","50,1784","19,3403"
20240705.171631.17,05.07.2024,17:16:31.17,"2,49","50,1845","19,083"
20240705.183628.16,05.07.2024,18:36:28.16,"2,45","50,1786","19,3403"
20240705.202143.71,05.07.2024,20:21:43.71,"2,71","50,2027","19,0752"
20240706.012829.09,06.07.2024,01:28:29.09,"3,03","50,2029","18,631"
20240706.040805.05,06.07.2024,04:08:05.05,"2,36","50,1784","19,3405"
20240707.163953.46,07.07.2024,16:39:53.46,"2,31","50,2222","19,0303"
20240708.074753.35,08.07.2024,07:47:53.35,"3,04","50,2018","19,0751"
20240708.190310.30,08.07.2024,19:03:10.30,"1,99","50,0832","18,4619"
20240708.201634.88,08.07.2024,20:16:34.88,"2,33","50,1783","19,3412"
20240709.191759.77,09.07.2024,19:17:59.77,"2,52","50,0214","18,5233"
20240709.204357.52,09.07.2024,20:43:57.52,"3,13","50,2037","19,0758"
20240710.010150.44,10.07.2024,01:01:50.44,"2,63","50,1026","19,3504"
20240710.142445.24,10.07.2024,14:24:45.24,"2,17","50,0822","18,4585"
20240710.161338.78,10.07.2024,16:13:38.78,"2,22","50,1786","19,3406"
20240711.031308.09,11.07.2024,03:13:08.09,"2,43","50,0909","19,198"
20240711.061609.52,11.07.2024,06:16:09.52,"3,2","50,0626","18,4561"
20240711.190044.49,11.07.2024,19:00:44.49,"2,4","50,064","18,5694"
20240711.202807.37,11.07.2024,20:28:07.37,"3,14","50,2026","19,0763"
20240711.203533.05,11.07.2024,20:35:33.05,"2,12","50,1786","19,3404"
20240711.230255.52,11.07.2024,23:02:55.52,"2,41","50,0281","18,5408"
20240712.051419.19,12.07.2024,05:14:19.19,"2,82","50,18","18,7445"
20240712.204347.13,12.07.2024,20:43:47.13,"2,58","50,1028","19,3504"
20240713.001051.17,13.07.2024,00:10:51.17,"2,15","50,0918","19,2081"
20240713.202517.60,13.07.2024,20:25:17.60,"2,75","50,2394","18,7435"
20240713.224428.47,13.07.2024,22:44:28.47,"3,94","50,0629","18,4529"
20240713.230511.24,13.07.2024,23:05:11.24,"2,55","50,1845","19,0829"
20240715.100210.36,15.07.2024,10:02:10.36,"2,14","50,0914","19,1992"
20240715.105336.06,15.07.2024,10:53:36.06,"2,19","50,1786","19,3413"
20240715.140638.18,15.07.2024,14:06:38.18,"2,3","50,1023","19,3505"
20240715.141223.75,15.07.2024,14:12:23.75,"1,78","50,2297","18,8332"
20240715.180912.29,15.07.2024,18:09:12.29,"2,71","50,2046","18,6329"
20240716.001609.32,16.07.2024,00:16:09.32,"2,54","50,1843","19,0822"
20240716.185112.31,16.07.2024,18:51:12.31,"3,03","50,2025","19,0751"
20240717.172807.85,17.07.2024,17:28:07.85,"2,24","50,1021","19,3502"
20240718.105141.51,18.07.2024,10:51:41.51,"2,74","50,2044","18,6315"
20240718.150948.30,18.07.2024,15:09:48.30,"2,09","50,1015","19,3507"
20240718.170218.17,18.07.2024,17:02:18.17,"2,88","50,1845","19,0827"
20240719.144430.34,19.07.2024,14:44:30.34,"2,21","50,082","18,461"
20240719.165328.80,19.07.2024,16:53:28.80,"2,06","50,1788","19,3404"
20240719.214238.75,19.07.2024,21:42:38.75,"3,17","50,202","19,0745"
20240720.013514.81,20.07.2024,01:35:14.81,"1,65","50,0818","18,4598"
20240720.172432.20,20.07.2024,17:24:32.20,"2,54","50,1933","18,795"
20240720.181432.57,20.07.2024,18:14:32.57,"2,44","50,0867","19,2061"
20240722.234458.15,22.07.2024,23:44:58.15,"2,38","50,1022","19,3678"
20240725.040652.89,25.07.2024,04:06:52.89,"3,02","50,202","19,074"
20240725.184452.00,25.07.2024,18:44:52.00,"2,29","50,2185","19,0265"
20240726.031038.48,26.07.2024,03:10:38.48,"2,56","50,1008","19,3682"
20240726.215345.10,26.07.2024,21:53:45.10,"2,56","50,1005","19,3685"
20240726.231737.99,26.07.2024,23:17:37.99,"2,19","50,0818","18,4597"
20240727.000829.23,27.07.2024,00:08:29.23,"2,5","50,2216","19,0358"
20240727.133826.85,27.07.2024,13:38:26.85,"2,59","50,1001","19,3693"
20240728.032838.21,28.07.2024,03:28:38.21,"2,99","50,2019","19,0751"
20240729.015645.89,29.07.2024,01:56:45.89,"2,77","50,2025","19,0766"
20240729.063857.73,29.07.2024,06:38:57.73,"2,16","50,239","18,893"
20240729.133716.25,29.07.2024,13:37:16.25,"2,53","50,1005","19,3684"
20240729.134359.65,29.07.2024,13:43:59.65,"3,13","50,1017","19,3502"
20240729.163921.21,29.07.2024,16:39:21.21,"2,61","50,1002","19,369"
20240730.025311.59,30.07.2024,02:53:11.59,"2,06","50,0814","18,46"
20240730.194030.88,30.07.2024,19:40:30.88,"2,41","50,0212","18,5224"
20240731.003855.95,31.07.2024,00:38:55.95,"2,83","50,2027","19,0749"
20240731.191124.39,31.07.2024,19:11:24.39,"2,62","50,1009","19,3682"
20240801.032403.79,01.08.2024,03:24:03.79,"2,84","50,203","19,0747"
20240801.073955.99,01.08.2024,07:39:55.99,"2,42","50,092","19,2089"
20240801.074657.85,01.08.2024,07:46:57.85,"2,18","50,0921","19,2082"
20240801.200019.98,01.08.2024,20:00:19.98,"2,52","50,0818","18,459"
20240802.041239.44,02.08.2024,04:12:39.44,"2,55","50,1005","19,3675"
20240802.143753.20,02.08.2024,14:37:53.20,"2,32","50,2404","18,8904"
20240802.164742.02,02.08.2024,16:47:42.02,"2,58","50,1026","19,3499"
20240802.222251.79,02.08.2024,22:22:51.79,"2,19","50,2309","18,8333"
20240802.223504.51,02.08.2024,22:35:04.51,"2,72","50,1001","19,3693"
20240803.002907.49,03.08.2024,00:29:07.49,"3,04","50,2027","19,0751"
20240803.095647.50,03.08.2024,09:56:47.50,"2,62","50,0998","19,3688"
20240804.231519.72,04.08.2024,23:15:19.72,"2,72","50,0217","18,5241"
20240805.091132.45,05.08.2024,09:11:32.45,"2,51","50,1005","19,3675"
20240805.150746.46,05.08.2024,15:07:46.46,"2,44","50,1851","19,0827"
20240805.152251.89,05.08.2024,15:22:51.89,"2,32","50,1009","19,3677"
20240805.203754.91,05.08.2024,20:37:54.91,"2,28","50,0906","19,2078"
20240805.231920.14,05.08.2024,23:19:20.14,"2,45","50,1006","19,3692"
20240806.014721.23,06.08.2024,01:47:21.23,"2,69","50,1003","19,3681"
20240806.015851.36,06.08.2024,01:58:51.36,"2,06","50,0819","18,4604"
20240806.020658.50,06.08.2024,02:06:58.50,"2,7","50,1849","19,083"
20240806.075709.85,06.08.2024,07:57:09.85,"2,77","50,2021","18,6325"
20240806.145235.01,06.08.2024,14:52:35.01,"2,88","50,203","19,0756"
20240807.003353.87,07.08.2024,00:33:53.87,"2,59","50,1001","19,3695"
20240807.011210.94,07.08.2024,01:12:10.94,"2,36","50,0999","19,3712"
20240807.144309.19,07.08.2024,14:43:09.19,"2,9","50,2032","19,0752"
20240807.201330.58,07.08.2024,20:13:30.58,"2,54","50,1018","19,3496"
20240807.210200.80,07.08.2024,21:02:00.80,"2,64","50,2733","18,8161"
20240807.235653.69,07.08.2024,23:56:53.69,"2,66","50,1005","19,3681"
20240808.003619.23,08.08.2024,00:36:19.23,"2,56","50,0817","18,4598"
20240808.024506.99,08.08.2024,02:45:06.99,"2,74","50,2055","18,6338"
20240808.122409.60,08.08.2024,12:24:09.60,"2,77","50,0996","19,3698"
20240808.134424.93,08.08.2024,13:44:24.93,"2,58","50,1005","19,3683"
20240808.191848.11,08.08.2024,19:18:48.11,"2,43","50,0997","19,3701"
20240809.013359.80,09.08.2024,01:33:59.80,"2,75","50,0999","19,3689"
20240809.025825.31,09.08.2024,02:58:25.31,"2,44","50,1003","19,3676"
20240809.041200.24,09.08.2024,04:12:00.24,"2,49","50,1848","19,0829"
20240809.132750.47,09.08.2024,13:27:50.47,"2,63","50,0631","19,3675"
20240809.134424.38,09.08.2024,13:44:24.38,"2,84","50,0637","19,3674"
20240809.225350.01,09.08.2024,22:53:50.01,"2,65","50,0609","19,3488"
20240810.002257.66,10.08.2024,00:22:57.66,"2,31","50,2054","18,6356"
20240810.045832.51,10.08.2024,04:58:32.51,"2,92","50,2024","19,0767"
20240810.095114.76,10.08.2024,09:51:14.76,"2,58","50,0637","19,3686"
20240811.025442.60,11.08.2024,02:54:42.60,"2,68","50,0638","19,3665"
20240812.114013.68,12.08.2024,11:40:13.68,"2,59","50,1854","19,082"
20240812.133128.81,12.08.2024,13:31:28.81,"2,75","50,0639","19,3685"
20240812.214844.06,12.08.2024,21:48:44.06,"2,22","50,2405","18,8894"
20240813.020832.59,13.08.2024,02:08:32.59,"2,35","50,2368","18,7413"
20240813.132147.79,13.08.2024,13:21:47.79,"2,61","50,0637","19,3685"
20240813.181820.32,13.08.2024,18:18:20.32,"2,25","50,0809","18,4592"
20240813.192921.04,13.08.2024,19:29:21.04,"2,59","50,0639","19,3691"
20240814.010207.85,14.08.2024,01:02:07.85,"2,75","50,0636","19,3674"
20240814.030649.50,14.08.2024,03:06:49.50,"3,02","50,2035","19,0758"
20240814.030844.84,14.08.2024,03:08:44.84,"2,46","50,2034","19,0755"
20240814.104035.91,14.08.2024,10:40:35.91,"2,4","50,0902","19,2082"
20240814.112115.03,14.08.2024,11:21:15.03,"2,56","50,1001","19,3679"
20240814.181509.90,14.08.2024,18:15:09.90,"2,51","50,0997","19,3697"
20240814.192809.23,14.08.2024,19:28:09.23,"2,69","50,1855","19,0827"
20240814.200640.36,14.08.2024,20:06:40.36,"2,64","50,1002","19,369"
20240814.201033.11,14.08.2024,20:10:33.11,"2,33","50,2053","18,6354"
20240815.005615.50,15.08.2024,00:56:15.50,"2,4","50,1003","19,3664"
20240815.050812.51,15.08.2024,05:08:12.51,"2,52","50,0999","19,3687"
20240815.083832.32,15.08.2024,08:38:32.32,"2,56","50,0997","19,3678"
20240815.095834.37,15.08.2024,09:58:34.37,"2,55","50,1022","19,3496"
20240815.101429.14,15.08.2024,10:14:29.14,"2,15","50,2409","18,8894"
20240815.101843.19,15.08.2024,10:18:43.19,"2,67","50,1753","18,6622"
20240816.092216.05,16.08.2024,09:22:16.05,"2,55","50,2035","19,0751"
20240817.001232.55,17.08.2024,00:12:32.55,"3,02","50,2034","19,0765"
20240817.012831.07,17.08.2024,01:28:31.07,"2,52","50,0998","19,3689"
20240817.022958.89,17.08.2024,02:29:58.89,"2,47","50,0229","18,5254"
20240817.023534.99,17.08.2024,02:35:34.99,"2,85","50,1854","19,083"
20240817.221113.99,17.08.2024,22:11:13.99,"2,6","50,1058","19,3605"
20240818.064013.52,18.08.2024,06:40:13.52,"2,7","50,0996","19,369"
20240819.094045.57,19.08.2024,09:40:45.57,"2,55","50,0996","19,3678"
20240819.155432.90,19.08.2024,15:54:32.90,"2,46","50,0996","19,3707"
20240819.162403.50,19.08.2024,16:24:03.50,"2,24","50,0995","19,3697"
20240819.181543.99,19.08.2024,18:15:43.99,"2,4","50,081","18,4598"
20240820.120055.81,20.08.2024,12:00:55.81,"2,46","50,0998","19,3686"
20240820.123628.86,20.08.2024,12:36:28.86,"2,69","50,2046","18,636"
20240820.132501.48,20.08.2024,13:25:01.48,"2,99","50,2029","19,0753"
20240821.152224.18,21.08.2024,15:22:24.18,"2,44","50,0991","19,3703"
20240821.184505.80,21.08.2024,18:45:05.80,"2,61","50,1013","19,3493"
20240822.005124.15,22.08.2024,00:51:24.15,"2,56","50,2031","19,077"
20240823.022205.23,23.08.2024,02:22:05.23,"2,36","50,1014","19,3674"
20240823.030455.75,23.08.2024,03:04:55.75,"2,31","50,0999","19,3678"
20240823.083914.54,23.08.2024,08:39:14.54,"2,82","50,1668","19,3471"
20240823.105550.73,23.08.2024,10:55:50.73,"2,18","50,0816","18,4598"
20240823.152921.46,23.08.2024,15:29:21.46,"2,53","50,0996","19,3698"
20240823.181731.46,23.08.2024,18:17:31.46,"2,32","50,1307","19,1829"
20240823.181837.03,23.08.2024,18:18:37.03,"2,52","50,028","18,5178"
20240823.223653.44,23.08.2024,22:36:53.44,"2,68","50,1966","18,6945"
20240824.190444.66,24.08.2024,19:04:44.66,"2,4","50,205","18,6364"
20240825.013217.89,25.08.2024,01:32:17.89,"2,37","50,2034","19,0769"
20240826.080131.48,26.08.2024,08:01:31.48,"2,86","50,1856","19,0825"
20240826.143018.76,26.08.2024,14:30:18.76,"2,33","50,2412","18,8972"
20240826.151905.72,26.08.2024,15:19:05.72,"2,47","50,1017","19,3488"
20240826.224526.77,26.08.2024,22:45:26.77,"2,77","50,0993","19,3704"
20240827.050120.57,27.08.2024,05:01:20.57,"2,43","50,1674","19,3458"
20240827.062015.56,27.08.2024,06:20:15.56,"1,85","50,1671","19,3471"
20240827.204456.17,27.08.2024,20:44:56.17,"2,57","50,1863","19,0824"
20240827.231732.09,27.08.2024,23:17:32.09,"2,47","50,1921","18,6764"
20240828.004055.81,28.08.2024,00:40:55.81,"2,32","50,0995","19,3675"
20240828.141335.66,28.08.2024,14:13:35.66,"2,32","50,0998","19,3686"
20240828.142556.96,28.08.2024,14:25:56.96,"2,89","50,2034","19,0769"
20240828.163422.95,28.08.2024,16:34:22.95,"2,31","50,24","18,8877"
20240828.171123.03,28.08.2024,17:11:23.03,"2,89","50,1859","19,0752"
20240828.214905.11,28.08.2024,21:49:05.11,"2,6","50,0997","19,3675"
20240829.001521.84,29.08.2024,00:15:21.84,"2,26","50,1313","19,1824"
20240829.132459.26,29.08.2024,13:24:59.26,"2,75","50,1008","19,3674"
20240829.132458.82,29.08.2024,13:24:58.82,"2,46","50,0996","19,3683"
20240829.141058.70,29.08.2024,14:10:58.70,"2,85","50,1672","19,3467"
20240829.181224.84,29.08.2024,18:12:24.84,"2,91","50,0998","19,3691"
20240829.203624.75,29.08.2024,20:36:24.75,"2,4","50,2404","18,8877"
20240830.163018.84,30.08.2024,16:30:18.84,"2,51","50,2409","18,8866"
20240830.203113.24,30.08.2024,20:31:13.24,"2,49","50,0991","19,3689"
20240831.012718.83,31.08.2024,01:27:18.83,"2,59","50,0993","19,3686"
20240831.130734.50,31.08.2024,13:07:34.50,"2,84","50,1859","19,0831"
20240831.190327.47,31.08.2024,19:03:27.47,"2,47","50,0993","19,3669"
20240901.020114.09,01.09.2024,02:01:14.09,"2,92","50,211","18,7153"
20240901.161432.03,01.09.2024,16:14:32.03,"2,86","50,2061","18,6348"
